,sequence,coordination_inaccuracy,global_accuracy,global_inaccuracy,information_motion_tau,pad_actions,participant_motion_tau,performance,spatial_inaccuracy,switch_actions,temporal_inaccuracy,trigger_actions,file_id
1329,wave1,0.0,6.0,4.0,0.24230158321143713,4.0,0.7029888081394409,0.05,4.0,2.0,0.0,6.0,6f747645-9d19-4861-a08c-49e7432a2d37
1330,wave2,2.0,11.0,8.0,1.8872394684141307,9.0,0.5917937811696558,0.24,5.0,4.0,1.0,10.0,6f747645-9d19-4861-a08c-49e7432a2d37
1331,wave3,2.0,13.0,9.0,1.7683222360595707,6.0,0.9860347485266535,0.27,6.0,4.0,1.0,16.0,6f747645-9d19-4861-a08c-49e7432a2d37
1332,wave4,2.0,11.0,18.0,2.0151460380917516,8.0,0.9086339310826356,0.3,16.0,4.0,0.0,21.0,6f747645-9d19-4861-a08c-49e7432a2d37
1333,wave5,4.0,12.0,20.0,1.5480829121846191,6.0,0.7987378182219529,0.23,16.0,4.0,0.0,26.0,6f747645-9d19-4861-a08c-49e7432a2d37
1334,wave0,2.0,4.0,22.0,0.17577213088560745,9.0,0.4963855360470757,0.05,19.0,4.0,1.0,17.0,3fec1d80-e382-4094-bdce-164f5584fe96
1335,wave1,4.0,11.0,13.0,1.3024188301883743,8.0,1.5244485052149217,0.24,9.0,3.0,0.0,16.0,3fec1d80-e382-4094-bdce-164f5584fe96
1336,wave2,2.0,13.0,24.0,1.791176745659273,13.0,1.0041829856788962,0.27,19.0,3.0,3.0,24.0,3fec1d80-e382-4094-bdce-164f5584fe96
1337,wave3,2.0,11.0,11.0,1.9205265579846762,6.0,1.54612964360081,0.24,9.0,3.0,0.0,16.0,3fec1d80-e382-4094-bdce-164f5584fe96
1338,wave4,2.0,18.0,12.0,1.6129532979217729,10.0,1.2094820683050251,0.27,10.0,2.0,0.0,20.0,3fec1d80-e382-4094-bdce-164f5584fe96
1339,wave5,1.0,17.0,18.0,1.5357644405393716,10.0,1.271589230933282,0.27,16.0,3.0,1.0,25.0,3fec1d80-e382-4094-bdce-164f5584fe96
1340,wave0,1.0,4.0,8.0,0.1922924182622735,6.0,0.42030827221373307,0.05,7.0,2.0,0.0,6.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1341,wave1,3.0,18.0,6.0,1.2160709622452666,9.0,1.3266725397255803,0.24,2.0,8.0,1.0,15.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1342,wave2,3.0,14.0,28.0,3.4267754539988213,8.0,1.8378803191491624,0.43,24.0,5.0,1.0,34.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1343,wave3,2.0,20.0,28.0,3.6240535315541775,13.0,1.7222291672882803,0.43,26.0,10.0,0.0,35.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1344,wave4,0.0,31.0,8.0,3.1512820378208803,20.0,2.0823123138195867,0.46,6.0,11.0,2.0,19.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1345,wave5,3.0,34.0,27.0,2.333697242244044,22.0,1.667655398914625,0.46,23.0,13.0,1.0,39.0,93533352-e53c-4645-a5d5-4caf9a33ff22
1346,wave0,0.0,4.0,0.0,0.33702852253512494,1.0,0.33702852253512494,0.05,0.0,1.0,0.0,3.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1347,wave1,3.0,14.0,6.0,2.1018598249304024,8.0,1.255332093299979,0.24,3.0,4.0,0.0,12.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1348,wave2,2.0,16.0,10.0,1.3768158143890357,10.0,1.317089878682851,0.27,8.0,5.0,0.0,16.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1349,wave3,0.0,22.0,0.0,2.156156475429777,8.0,1.7744638746346868,0.3,0.0,7.0,0.0,14.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1350,wave4,2.0,26.0,21.0,3.125217021008132,10.0,1.7426554066194737,0.49,19.0,7.0,0.0,37.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1351,wave5,4.0,20.0,35.0,3.5137089494792373,10.0,1.631171259717962,0.51,31.0,7.0,0.0,45.0,b7e3f14b-1328-4afb-8515-c9610a769dca
1352,wave0,0.0,4.0,1.0,0.44131956992741544,2.0,0.46424623578439056,0.05,1.0,1.0,0.0,3.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1353,wave1,3.0,13.0,21.0,1.251337171492696,19.0,1.060911039501641,0.24,17.0,4.0,1.0,15.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1354,wave2,1.0,16.0,25.0,1.7759096720424374,17.0,1.4852730979815085,0.27,24.0,5.0,0.0,24.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1355,wave3,4.0,14.0,22.0,1.5843351751990908,16.0,1.4598317238926615,0.27,16.0,4.0,2.0,20.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1356,wave4,2.0,21.0,18.0,1.9494385165598498,18.0,1.7751381797144004,0.3,14.0,4.0,2.0,21.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1357,wave5,1.0,23.0,17.0,1.6810592556575723,16.0,1.5798472131032038,0.32,16.0,6.0,0.0,24.0,d28ff0b1-19e7-407c-ad7c-5c29ba53f994
1358,wave0,26.0,3.0,30.0,0.20036993800083905,0.0,0.19983734055196153,0.05,4.0,0.0,0.0,33.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1359,wave1,1.0,6.0,11.0,0.33695284064723113,5.0,0.521573700429933,0.08,10.0,1.0,0.0,12.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1360,wave2,1.0,8.0,22.0,1.4398225984631965,10.0,0.8997511645589045,0.15,21.0,5.0,0.0,20.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1361,wave3,3.0,9.0,13.0,1.1772914134309378,8.0,0.5806287933273312,0.18,9.0,3.0,1.0,14.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1362,wave4,1.0,16.0,8.0,1.0935315319780032,6.0,0.9784642627214233,0.2,7.0,2.0,0.0,18.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1363,wave5,1.0,19.0,10.0,1.7289595479078927,6.0,1.4624115223258813,0.27,9.0,1.0,0.0,23.0,6ef16fc3-2449-406e-8ee1-73530a4824b4
1364,wave0,2.0,3.0,3.0,0.22888083252021427,3.0,0.2638644468395561,0.05,1.0,1.0,0.0,3.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1365,wave1,1.0,7.0,12.0,0.6488025204745909,10.0,0.5216235485667629,0.08,10.0,2.0,1.0,9.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1366,wave2,4.0,9.0,23.0,2.940192406708338,16.0,0.6435589801644644,0.27,17.0,4.0,2.0,16.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1367,wave3,3.0,8.0,22.0,2.89721178564128,11.0,1.3825947251201909,0.27,15.0,2.0,4.0,19.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1368,wave4,1.0,13.0,26.0,2.2227439310970794,26.0,0.8827348224301954,0.27,13.0,5.0,12.0,13.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1369,wave5,0.0,19.0,18.0,0.9085302553976858,26.0,1.0600213908971217,0.2,8.0,5.0,10.0,11.0,c4bc0119-1a92-47ed-b8b8-3c2189834e75
1370,wave0,18.0,3.0,40.0,0.18880493157510864,11.0,0.3309270920753635,0.05,22.0,5.0,0.0,32.0,8da56767-aa20-4adc-8f57-1291937b2560
1371,wave1,24.0,2.0,73.0,0.32470233734018056,7.0,1.0567620429793256,0.08,49.0,4.0,0.0,68.0,8da56767-aa20-4adc-8f57-1291937b2560
1372,wave2,13.0,8.0,33.0,0.3416487034348598,15.0,1.2062853553991124,0.05,19.0,2.0,1.0,26.0,8da56767-aa20-4adc-8f57-1291937b2560
1373,wave3,5.0,6.0,16.0,0.569205378603278,6.0,1.704756795945899,0.08,11.0,4.0,0.0,16.0,8da56767-aa20-4adc-8f57-1291937b2560
1374,wave4,23.0,8.0,45.0,2.4219075671794075,9.0,1.3545421284489652,0.27,22.0,3.0,0.0,44.0,8da56767-aa20-4adc-8f57-1291937b2560
1375,wave5,41.0,8.0,90.0,2.042191695890076,16.0,1.5964856981946474,0.27,48.0,4.0,1.0,82.0,8da56767-aa20-4adc-8f57-1291937b2560
1376,wave0,0.0,4.0,1.0,0.51550754088965,2.0,0.5264923068279956,0.05,1.0,1.0,0.0,3.0,d16677df-796e-438b-bbd7-21d538032b57
1377,wave1,2.0,11.0,15.0,1.7117122475876438,9.0,1.0033016108426602,0.24,12.0,3.0,1.0,17.0,d16677df-796e-438b-bbd7-21d538032b57
1378,wave2,6.0,16.0,21.0,1.5502495006389414,17.0,0.8200800683764254,0.27,13.0,4.0,2.0,20.0,d16677df-796e-438b-bbd7-21d538032b57
1379,wave3,1.0,15.0,2.0,2.193910986765026,9.0,1.1093580078043028,0.27,1.0,4.0,0.0,8.0,d16677df-796e-438b-bbd7-21d538032b57
1380,wave4,1.0,25.0,15.0,1.6514443175536366,18.0,1.8065933186485044,0.3,11.0,7.0,3.0,22.0,d16677df-796e-438b-bbd7-21d538032b57
1381,wave5,1.0,23.0,25.0,2.682956874117429,15.0,1.2373811831057482,0.41,22.0,5.0,2.0,33.0,d16677df-796e-438b-bbd7-21d538032b57
1382,wave0,9.0,4.0,15.0,0.32700374508782104,10.0,0.4437196227356582,0.05,6.0,6.0,0.0,9.0,308499c0-fc4e-471f-94a0-c320e94e8088
1383,wave1,36.0,7.0,74.0,1.4404683745398488,49.0,1.0741232822351157,0.24,37.0,20.0,1.0,32.0,308499c0-fc4e-471f-94a0-c320e94e8088
1384,wave2,42.0,11.0,86.0,1.769029285043716,49.0,1.8235261990781555,0.22,39.0,24.0,5.0,48.0,308499c0-fc4e-471f-94a0-c320e94e8088
1385,wave3,26.0,3.0,48.0,1.4803499027773173,0.0,1.7106250108931442,0.15,22.0,0.0,0.0,51.0,308499c0-fc4e-471f-94a0-c320e94e8088
1386,wave4,44.0,4.0,76.0,0.9182025978667784,0.0,1.490451207792309,0.12,32.0,0.0,0.0,80.0,308499c0-fc4e-471f-94a0-c320e94e8088
1387,wave5,27.0,5.0,47.0,0.4931905025548896,16.0,0.4549693810783495,0.05,20.0,8.0,0.0,36.0,308499c0-fc4e-471f-94a0-c320e94e8088
1388,wave0,5.0,3.0,14.0,0.29243035561785197,10.0,0.7007111209169169,0.05,9.0,5.0,0.0,7.0,88e79ac3-92e9-4858-a536-4d91dd676911
1389,wave1,7.0,6.0,15.0,1.1025686803971595,15.0,1.0927490422546,0.08,7.0,2.0,1.0,6.0,88e79ac3-92e9-4858-a536-4d91dd676911
1390,wave2,15.0,9.0,36.0,0.8854493564766307,20.0,0.6001601335583933,0.15,21.0,8.0,0.0,25.0,88e79ac3-92e9-4858-a536-4d91dd676911
1391,wave3,14.0,9.0,31.0,1.1754881429801516,22.0,0.6908487448367819,0.18,14.0,9.0,3.0,18.0,88e79ac3-92e9-4858-a536-4d91dd676911
1392,wave4,25.0,15.0,43.0,1.4031553990626404,28.0,0.910163976702789,0.2,17.0,14.0,1.0,30.0,88e79ac3-92e9-4858-a536-4d91dd676911
1393,wave5,17.0,15.0,29.0,1.8098142245348692,13.0,1.2521834873423854,0.23,11.0,6.0,1.0,31.0,88e79ac3-92e9-4858-a536-4d91dd676911
1394,wave0,14.0,4.0,29.0,0.42057008262847645,11.0,0.5578794265570042,0.05,15.0,6.0,0.0,22.0,f76f2954-d7bb-4081-a568-019007409794
1395,wave1,9.0,11.0,30.0,1.7056558323487496,14.0,1.3523359984696177,0.24,21.0,6.0,0.0,27.0,f76f2954-d7bb-4081-a568-019007409794
1396,wave2,1.0,13.0,8.0,1.69907058424958,8.0,0.7909292866355546,0.27,7.0,5.0,0.0,13.0,f76f2954-d7bb-4081-a568-019007409794
1397,wave3,9.0,15.0,14.0,1.520256733500076,9.0,1.213395501273031,0.24,5.0,6.0,0.0,20.0,f76f2954-d7bb-4081-a568-019007409794
1398,wave4,13.0,12.0,49.0,2.299433557488752,10.0,1.150942089375623,0.31,36.0,5.0,0.0,51.0,f76f2954-d7bb-4081-a568-019007409794
1399,wave5,4.0,19.0,12.0,1.719504192767167,14.0,1.0098049591872338,0.28,7.0,4.0,1.0,17.0,f76f2954-d7bb-4081-a568-019007409794
1400,wave0,0.0,4.0,0.0,0.31454527151828393,1.0,0.31454527151828393,0.05,0.0,1.0,0.0,3.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1401,wave1,0.0,15.0,9.0,1.6972292668347269,10.0,1.4341643326453766,0.24,8.0,7.0,1.0,14.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1402,wave2,0.0,17.0,14.0,2.260293230568585,13.0,1.4984949671212269,0.31,12.0,7.0,2.0,18.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1403,wave3,2.0,18.0,30.0,2.5676803157070265,14.0,1.4741756038155522,0.34,27.0,10.0,1.0,34.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1404,wave4,4.0,25.0,29.0,2.154247027678019,16.0,1.6147476937913705,0.36,25.0,10.0,0.0,38.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1405,wave5,4.0,24.0,33.0,2.506248731668127,17.0,1.5587855568843294,0.39,29.0,11.0,0.0,40.0,32b32595-6ef2-47fb-aa22-4a4ea1b8d8c6
1406,wave0,15.0,3.0,39.0,0.14325935526239708,31.0,0.8269365075397666,0.05,15.0,5.0,9.0,11.0,69835d08-c955-403d-a795-c0cff8c1e54d
1407,wave1,8.0,7.0,15.0,0.7218881147049974,17.0,0.5932344487348196,0.08,7.0,5.0,0.0,5.0,69835d08-c955-403d-a795-c0cff8c1e54d
1408,wave2,5.0,9.0,17.0,2.2874939362277398,15.0,0.6405934478670858,0.27,11.0,3.0,1.0,11.0,69835d08-c955-403d-a795-c0cff8c1e54d
1409,wave3,6.0,9.0,12.0,1.9844080195349034,15.0,0.654555765908293,0.27,6.0,2.0,0.0,6.0,69835d08-c955-403d-a795-c0cff8c1e54d
1410,wave4,0.0,13.0,0.0,2.3697699197665183,13.0,0.6432077233437806,0.27,0.0,0.0,0.0,0.0,69835d08-c955-403d-a795-c0cff8c1e54d
1411,wave5,0.0,15.0,7.0,1.3767787422512654,16.0,0.5984521079155941,0.2,6.0,2.0,1.0,6.0,69835d08-c955-403d-a795-c0cff8c1e54d
1412,wave0,8.0,4.0,22.0,0.22929680458632226,2.0,0.8991306085612005,0.05,14.0,2.0,0.0,24.0,19635d92-40f0-4f25-a915-15d51c75070c
1413,wave1,5.0,16.0,19.0,1.5150868716191292,12.0,1.2312717007579739,0.24,13.0,7.0,1.0,23.0,19635d92-40f0-4f25-a915-15d51c75070c
1414,wave2,26.0,25.0,61.0,1.5812256178159154,15.0,1.7876609306266984,0.31,31.0,6.0,4.0,71.0,19635d92-40f0-4f25-a915-15d51c75070c
1415,wave3,15.0,26.0,31.0,2.713602023913464,10.0,1.7946516755193291,0.5,16.0,5.0,0.0,47.0,19635d92-40f0-4f25-a915-15d51c75070c
1416,wave4,14.0,32.0,46.0,2.9081153152255466,15.0,2.1536409565127537,0.53,32.0,4.0,0.0,63.0,19635d92-40f0-4f25-a915-15d51c75070c
1417,wave5,25.0,37.0,43.0,2.2248101288225284,18.0,2.028920550205031,0.53,18.0,5.0,0.0,62.0,19635d92-40f0-4f25-a915-15d51c75070c
1418,wave0,0.0,8.0,4.0,0.961995152079019,0.0,1.2436217852500946,0.16,4.0,0.0,0.0,12.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1419,wave1,0.0,12.0,6.0,0.6899293297312238,5.0,0.847169396421987,0.24,6.0,5.0,0.0,13.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1420,wave2,2.0,10.0,10.0,1.2681906003573518,11.0,0.7566489365978547,0.24,8.0,5.0,0.0,9.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1421,wave3,0.0,14.0,3.0,1.2789308321140926,8.0,0.9793031440294807,0.29,3.0,4.0,0.0,9.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1422,wave4,1.0,15.0,12.0,2.933285196425595,7.0,1.3726150355690723,0.53,11.0,6.0,0.0,20.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1423,wave5,12.0,25.0,38.0,3.5209992914211186,21.0,1.6605033897654995,0.76,26.0,9.0,0.0,42.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1424,wave6,5.0,28.0,37.0,2.042065031176385,25.0,1.433109450715001,0.53,29.0,11.0,3.0,40.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1425,wave7,4.0,37.0,34.0,3.9538364377984356,33.0,1.7592439450179473,0.76,30.0,11.0,0.0,38.0,9053a0bc-fa78-48a6-bf09-8dfea845455f
1426,wave0,0.0,3.0,3.0,0.33953672680930985,0.0,0.3407562335293605,0.05,3.0,0.0,0.0,6.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1427,wave1,1.0,4.0,9.0,0.6983503828233117,0.0,0.7109520652309634,0.08,8.0,0.0,0.0,13.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1428,wave2,0.0,5.0,3.0,0.3080200765091181,0.0,0.5027898136989981,0.08,3.0,0.0,0.0,8.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1429,wave3,0.0,3.0,3.0,0.7879483691388303,0.0,0.621902814758924,0.07,3.0,0.0,0.0,6.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1430,wave4,2.0,5.0,11.0,0.6043784380700158,0.0,0.4495771490826096,0.09,9.0,0.0,0.0,16.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1431,wave5,1.0,6.0,1.0,1.2022392267646846,0.0,0.7345661489508454,0.09,0.0,0.0,0.0,7.0,f4a986bc-a6c1-474d-ac68-75194b29660f
1432,wave0,4.0,3.0,7.0,0.6995331363247957,0.0,0.7082134803034061,0.05,3.0,0.0,0.0,10.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1433,wave1,12.0,4.0,37.0,0.5130490229655664,6.0,0.8533146717478322,0.08,25.0,2.0,0.0,35.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1434,wave2,11.0,9.0,21.0,0.4083775952046924,9.0,0.8574451131270907,0.08,10.0,6.0,0.0,21.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1435,wave3,35.0,9.0,65.0,2.1198720125999504,6.0,1.4089008017040503,0.27,29.0,4.0,1.0,68.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1436,wave4,17.0,10.0,43.0,1.9658674936390963,7.0,0.8483060723583837,0.27,26.0,6.0,0.0,46.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1437,wave5,9.0,10.0,38.0,1.417021599430171,5.0,1.0675800963493705,0.15,29.0,5.0,0.0,43.0,d0f93005-df14-4edc-adf1-c3640558c3cd
1438,wave0,2.0,4.0,8.0,0.2527058693058502,5.0,0.30330507747343594,0.05,6.0,3.0,0.0,7.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1439,wave1,10.0,9.0,63.0,1.6413414149690595,29.0,0.7370036212082463,0.24,50.0,11.0,3.0,43.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1440,wave2,12.0,12.0,47.0,1.6649393370661316,28.0,0.8441790561878806,0.24,30.0,17.0,5.0,31.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1441,wave3,13.0,9.0,37.0,1.5466594248069985,27.0,0.8165854798867569,0.18,21.0,15.0,3.0,19.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1442,wave4,6.0,14.0,23.0,1.4244614041537813,19.0,0.5747479042942804,0.2,16.0,15.0,1.0,18.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1443,wave5,6.0,15.0,23.0,1.2928578679695206,21.0,0.7024750144594926,0.23,17.0,15.0,0.0,17.0,2929bba1-446c-4914-a2f2-0f0e75d28571
1444,wave0,0.0,3.0,3.0,0.42369816919341374,0.0,0.4285442001462894,0.05,3.0,0.0,0.0,6.0,c2f65e98-38e1-4813-afbd-c2de61521626
1445,wave1,2.0,5.0,10.0,0.36883151710922807,0.0,0.5439077368712547,0.08,8.0,0.0,0.0,15.0,c2f65e98-38e1-4813-afbd-c2de61521626
1446,wave2,0.0,6.0,1.0,1.1379956456217775,0.0,0.8069627187964705,0.11,1.0,0.0,0.0,7.0,c2f65e98-38e1-4813-afbd-c2de61521626
1447,wave3,1.0,6.0,4.0,0.8136897281838369,0.0,0.620937713877132,0.11,3.0,0.0,0.0,10.0,c2f65e98-38e1-4813-afbd-c2de61521626
1448,wave4,0.0,8.0,0.0,1.4351969760152699,0.0,0.9107670673729953,0.14,0.0,0.0,0.0,8.0,c2f65e98-38e1-4813-afbd-c2de61521626
1449,wave5,1.0,10.0,4.0,0.985858542399284,0.0,0.837744100206414,0.16,3.0,0.0,0.0,14.0,c2f65e98-38e1-4813-afbd-c2de61521626
1450,wave0,0.0,4.0,0.0,0.363467743183531,1.0,0.363467743183531,0.05,0.0,1.0,0.0,3.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1451,wave1,0.0,17.0,3.0,1.9387885185489453,8.0,1.3020434882671583,0.24,3.0,8.0,0.0,12.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1452,wave2,5.0,18.0,16.0,2.4869702008135626,13.0,0.9946119890917059,0.35,9.0,7.0,2.0,21.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1453,wave3,1.0,15.0,29.0,3.5112757098546323,8.0,1.4127834952756608,0.38,28.0,8.0,0.0,36.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1454,wave4,5.0,21.0,16.0,2.2401281278833314,11.0,1.1055187141165137,0.38,11.0,9.0,0.0,26.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1455,wave5,3.0,18.0,18.0,2.204271690551159,11.0,1.058713691662655,0.35,15.0,7.0,0.0,25.0,0295f29d-c857-48f1-970c-f1cfc0bc0d50
1456,wave0,0.0,4.0,0.0,0.39331971012902733,1.0,0.39331971012902733,0.05,0.0,1.0,0.0,3.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1457,wave1,1.0,15.0,11.0,1.0553165242134541,8.0,0.938737997042119,0.24,9.0,5.0,1.0,18.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1458,wave2,6.0,21.0,14.0,1.9807019983033065,13.0,1.330498325147435,0.31,8.0,5.0,0.0,22.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1459,wave3,1.0,23.0,12.0,2.3105160546203063,13.0,1.8665666148258204,0.34,10.0,8.0,1.0,22.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1460,wave4,10.0,19.0,50.0,3.0098741558919295,18.0,2.066652249195888,0.45,39.0,8.0,1.0,51.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1461,wave5,9.0,32.0,35.0,3.063840233431037,31.0,2.0277237340568406,0.45,23.0,7.0,3.0,36.0,d6eed7e7-6b2e-4920-a3ac-5bebf6f656c2
1462,wave0,4.0,3.0,31.0,0.17895614065052287,6.0,0.7778434402140575,0.05,27.0,3.0,0.0,28.0,568023ad-d5d5-4b80-850d-b0228ace0933
1463,wave1,23.0,7.0,29.0,0.6027260331155263,4.0,1.0357798632708626,0.08,6.0,2.0,0.0,32.0,568023ad-d5d5-4b80-850d-b0228ace0933
1464,wave2,24.0,10.0,75.0,1.819535938097305,18.0,1.5536968531090147,0.27,46.0,7.0,5.0,67.0,568023ad-d5d5-4b80-850d-b0228ace0933
1465,wave3,5.0,14.0,20.0,2.2013905746884586,9.0,1.3671285736333625,0.27,15.0,8.0,0.0,25.0,568023ad-d5d5-4b80-850d-b0228ace0933
1466,wave4,21.0,12.0,62.0,2.002493416272533,11.0,1.3920283436023178,0.3,41.0,5.0,0.0,63.0,568023ad-d5d5-4b80-850d-b0228ace0933
1467,wave5,29.0,18.0,91.0,1.1712636102594831,7.0,1.4082016189135542,0.27,62.0,2.0,0.0,102.0,568023ad-d5d5-4b80-850d-b0228ace0933
1468,wave0,0.0,3.0,0.0,0.39180237579886934,0.0,0.3285399306823241,0.05,0.0,0.0,0.0,3.0,52712544-39f0-4043-84a3-c08230cdd5a2
1469,wave1,0.0,5.0,2.0,0.3677344527081981,0.0,0.6211292287174169,0.08,2.0,0.0,0.0,7.0,52712544-39f0-4043-84a3-c08230cdd5a2
1470,wave2,0.0,6.0,12.0,0.8260659444340219,9.0,1.565747006106186,0.11,12.0,4.0,0.0,9.0,52712544-39f0-4043-84a3-c08230cdd5a2
1471,wave3,1.0,8.0,4.0,0.6772039395470871,4.0,1.2351155424116433,0.11,3.0,2.0,0.0,8.0,52712544-39f0-4043-84a3-c08230cdd5a2
1472,wave4,3.0,10.0,27.0,2.1371398003803694,6.0,1.281815692871561,0.3,24.0,3.0,0.0,31.0,52712544-39f0-4043-84a3-c08230cdd5a2
1473,wave5,7.0,18.0,32.0,1.3493765820769703,9.0,0.9431431522230603,0.3,24.0,2.0,1.0,41.0,52712544-39f0-4043-84a3-c08230cdd5a2
1474,wave0,2.0,3.0,7.0,0.21301354401550313,0.0,0.23867344455039968,0.05,5.0,0.0,0.0,10.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1475,wave1,0.0,5.0,1.0,0.5853969433819194,0.0,0.4927433896908781,0.08,1.0,0.0,0.0,6.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1476,wave2,1.0,7.0,1.0,0.7614410125082437,0.0,0.7303156818276377,0.11,0.0,0.0,0.0,8.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1477,wave3,0.0,9.0,0.0,0.8882834166355122,0.0,0.7339969057043644,0.14,0.0,0.0,0.0,9.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1478,wave4,1.0,15.0,1.0,1.5899896547021266,0.0,1.3696684302487097,0.24,0.0,0.0,0.0,16.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1479,wave5,0.0,13.0,21.0,2.203693325622283,0.0,1.3435038918438464,0.27,21.0,0.0,0.0,34.0,4d545d6d-68b6-40a1-97a0-49d61c607058
1480,wave0,0.0,4.0,0.0,0.3145501173753014,1.0,0.3145501173753014,0.05,0.0,1.0,0.0,3.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1481,wave1,3.0,12.0,11.0,1.5848644607066904,5.0,0.7460173288140107,0.24,8.0,4.0,0.0,18.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1482,wave2,3.0,13.0,19.0,1.9314416092818583,8.0,1.084612323992282,0.27,16.0,4.0,0.0,24.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1483,wave3,8.0,14.0,25.0,1.730465182900832,10.0,1.3318005161960806,0.24,17.0,6.0,0.0,29.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1484,wave4,4.0,20.0,15.0,1.5619012899440516,13.0,1.4568311415540192,0.27,9.0,6.0,2.0,22.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1485,wave5,9.0,22.0,25.0,2.0760477759715203,19.0,1.3693057426083153,0.34,16.0,9.0,0.0,28.0,e3b883be-572c-48e6-a315-4181f6f3d4a8
1486,wave0,0.0,4.0,0.0,0.24970394496307993,1.0,0.24970394496307993,0.05,0.0,1.0,0.0,3.0,2ef51f35-1db1-42b2-acc1-8e9ec5453c10
1487,wave1,3.0,8.0,15.0,1.8928555577228348,5.0,0.6930265543212168,0.24,12.0,3.0,0.0,18.0,2ef51f35-1db1-42b2-acc1-8e9ec5453c10
1488,wave2,1.0,15.0,9.0,1.337564671653411,8.0,0.9441771649181645,0.24,8.0,3.0,0.0,16.0,2ef51f35-1db1-42b2-acc1-8e9ec5453c10
