,sequence,coordination_inaccuracy,global_accuracy,global_inaccuracy,information_motion_tau,pad_actions,participant_motion_tau,performance,spatial_inaccuracy,switch_actions,temporal_inaccuracy,trigger_actions,file_id
670,wave4,2.0,10.0,20.0,1.9292284850686414,4.0,1.2865097816641315,0.24,18.0,3.0,0.0,26.0,151d4799-0770-4b42-8151-b8a54f5581f0
671,wave5,0.0,11.0,8.0,0.7835915298118957,4.0,0.6822402629668908,0.18,8.0,3.0,0.0,15.0,151d4799-0770-4b42-8151-b8a54f5581f0
672,wave0,5.0,3.0,19.0,0.145323676463435,0.0,0.36888058806915675,0.05,14.0,0.0,0.0,22.0,4566cc04-08ee-4cff-99f3-de9f8a717530
673,wave1,6.0,7.0,29.0,0.3542629400565104,6.0,0.6301020503891532,0.08,23.0,3.0,0.0,30.0,4566cc04-08ee-4cff-99f3-de9f8a717530
674,wave2,8.0,9.0,67.0,1.9040862305631279,16.0,1.3564142739309275,0.27,51.0,3.0,8.0,60.0,4566cc04-08ee-4cff-99f3-de9f8a717530
675,wave3,15.0,9.0,46.0,1.5674184832049745,3.0,1.353493405493506,0.27,31.0,1.0,0.0,52.0,4566cc04-08ee-4cff-99f3-de9f8a717530
676,wave4,5.0,12.0,34.0,1.790184016517389,11.0,1.0896133999835191,0.27,26.0,1.0,3.0,35.0,4566cc04-08ee-4cff-99f3-de9f8a717530
677,wave5,9.0,11.0,42.0,1.9648175314008154,31.0,1.0521410510440123,0.2,17.0,3.0,16.0,22.0,4566cc04-08ee-4cff-99f3-de9f8a717530
678,wave0,0.0,4.0,3.0,0.42809670032705716,2.0,0.4331112450738009,0.05,3.0,2.0,0.0,5.0,4bdb6639-6338-42df-856d-df27416e443d
679,wave1,1.0,11.0,8.0,2.0525523430075086,9.0,1.0621973863374683,0.24,7.0,3.0,0.0,10.0,4bdb6639-6338-42df-856d-df27416e443d
680,wave2,0.0,15.0,13.0,1.9435314729242603,16.0,1.1414955661480777,0.27,9.0,5.0,4.0,12.0,4bdb6639-6338-42df-856d-df27416e443d
681,wave3,3.0,17.0,14.0,2.1296133648021565,10.0,1.7129809374255691,0.27,9.0,6.0,2.0,21.0,4bdb6639-6338-42df-856d-df27416e443d
682,wave4,2.0,19.0,17.0,2.4155620323141433,14.0,1.2600734629835126,0.34,14.0,6.0,1.0,22.0,4bdb6639-6338-42df-856d-df27416e443d
683,wave5,5.0,26.0,30.0,2.4038458153108135,20.0,1.59004716711484,0.36,24.0,9.0,1.0,36.0,4bdb6639-6338-42df-856d-df27416e443d
684,wave0,1.0,4.0,2.0,0.3317487952620705,2.0,0.33794079308144365,0.05,1.0,1.0,0.0,4.0,9c82317e-b693-4c62-907e-4310a52a8314
685,wave1,2.0,12.0,24.0,1.1541270316924164,17.0,0.9874336251909717,0.24,22.0,4.0,0.0,19.0,9c82317e-b693-4c62-907e-4310a52a8314
686,wave2,2.0,15.0,10.0,2.250750484666219,11.0,0.8439463733213117,0.27,7.0,5.0,1.0,14.0,9c82317e-b693-4c62-907e-4310a52a8314
687,wave3,3.0,16.0,7.0,1.7801362140308319,9.0,1.1071362387106682,0.27,4.0,4.0,0.0,14.0,9c82317e-b693-4c62-907e-4310a52a8314
688,wave4,0.0,13.0,12.0,3.569645187256261,7.0,0.9614177703792585,0.34,12.0,6.0,0.0,18.0,9c82317e-b693-4c62-907e-4310a52a8314
689,wave5,4.0,13.0,28.0,2.034646738361106,14.0,0.8840646345699362,0.31,21.0,5.0,3.0,27.0,9c82317e-b693-4c62-907e-4310a52a8314
690,wave0,1.0,4.0,1.0,0.2521045148253819,1.0,0.2521045148253819,0.05,0.0,1.0,0.0,4.0,3868d262-97d2-458b-855f-1955fec9816d
691,wave1,2.0,10.0,6.0,1.8584599975625011,12.0,0.5094853934118931,0.24,3.0,2.0,1.0,4.0,3868d262-97d2-458b-855f-1955fec9816d
692,wave2,1.0,14.0,5.0,2.1111282884737155,19.0,0.5248289928918592,0.24,0.0,0.0,4.0,0.0,3868d262-97d2-458b-855f-1955fec9816d
693,wave3,1.0,13.0,6.0,1.244009610420338,4.0,0.9637185339446313,0.22,4.0,1.0,1.0,15.0,3868d262-97d2-458b-855f-1955fec9816d
694,wave4,3.0,17.0,16.0,2.047816214840867,17.0,0.9636993608792229,0.28,12.0,5.0,1.0,16.0,3868d262-97d2-458b-855f-1955fec9816d
695,wave5,4.0,18.0,13.0,2.173008551421755,11.0,1.0714954040423368,0.31,9.0,6.0,0.0,20.0,3868d262-97d2-458b-855f-1955fec9816d
696,wave0,3.0,4.0,8.0,0.298180674422979,3.0,0.34878335636895186,0.05,5.0,2.0,0.0,9.0,660e738d-73f5-4850-9a5b-404478b57420
697,wave1,6.0,7.0,29.0,1.9367011757687724,14.0,1.3070223191468457,0.24,17.0,4.0,6.0,22.0,660e738d-73f5-4850-9a5b-404478b57420
698,wave2,6.0,11.0,40.0,1.4186154270517222,17.0,1.4592304352701304,0.22,28.0,5.0,6.0,34.0,660e738d-73f5-4850-9a5b-404478b57420
699,wave3,8.0,8.0,23.0,0.9773663133994217,19.0,1.1328026317214095,0.15,11.0,4.0,4.0,12.0,660e738d-73f5-4850-9a5b-404478b57420
700,wave4,5.0,10.0,20.0,1.0819218781083388,16.0,0.7481536341934806,0.18,13.0,3.0,2.0,14.0,660e738d-73f5-4850-9a5b-404478b57420
701,wave5,0.0,15.0,9.0,1.153666057046325,15.0,0.9976101057674313,0.18,5.0,5.0,4.0,9.0,660e738d-73f5-4850-9a5b-404478b57420
702,wave0,0.0,1.0,6.0,0.41254312607228527,0.0,0.26592745447297567,0.05,6.0,0.0,0.0,7.0,ca08a7d0-05ba-4147-b165-fcd28432a275
703,wave1,0.0,3.0,0.0,0.5378297858343521,0.0,0.40780873252100847,0.05,0.0,0.0,0.0,3.0,ca08a7d0-05ba-4147-b165-fcd28432a275
704,wave2,0.0,3.0,4.0,0.2138712804164163,2.0,0.18510471537031467,0.05,4.0,1.0,0.0,5.0,ca08a7d0-05ba-4147-b165-fcd28432a275
705,wave3,0.0,3.0,0.0,0.634681939697549,0.0,0.42071974993359634,0.05,0.0,0.0,0.0,3.0,ca08a7d0-05ba-4147-b165-fcd28432a275
706,wave4,0.0,5.0,0.0,0.8312080679138533,0.0,0.587093481465782,0.08,0.0,0.0,0.0,5.0,ca08a7d0-05ba-4147-b165-fcd28432a275
707,wave5,0.0,6.0,5.0,0.9199970010188477,0.0,0.7275555668125275,0.11,5.0,0.0,0.0,11.0,ca08a7d0-05ba-4147-b165-fcd28432a275
708,wave0,5.0,4.0,9.0,0.39875477897228134,7.0,0.41622687874600484,0.05,4.0,4.0,0.0,6.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
709,wave1,1.0,17.0,10.0,1.5689697145662622,9.0,1.399261948485233,0.24,9.0,6.0,0.0,18.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
710,wave2,1.0,17.0,5.0,2.69801026507223,9.0,1.180391359774331,0.35,4.0,4.0,0.0,13.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
711,wave3,7.0,22.0,18.0,2.3920087132885066,11.0,1.6268566083044247,0.38,11.0,7.0,0.0,29.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
712,wave4,8.0,29.0,26.0,2.2520683791570524,18.0,1.5240044778832482,0.41,18.0,8.0,0.0,37.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
713,wave5,5.0,23.0,25.0,2.675803239522224,13.0,1.8027200046189933,0.43,20.0,7.0,0.0,35.0,cfd52d4f-c2ca-480f-a0f7-08171939293c
714,wave0,3.0,3.0,3.0,0.31779600080263776,0.0,0.29046427827432286,0.05,0.0,0.0,0.0,6.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
715,wave1,1.0,7.0,12.0,0.5191321922459928,3.0,0.5238488296818258,0.08,11.0,1.0,0.0,16.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
716,wave2,4.0,9.0,15.0,2.6412882599602137,6.0,0.9107649119209765,0.27,11.0,3.0,0.0,18.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
717,wave3,2.0,14.0,12.0,2.2974280589423883,10.0,0.960874858461166,0.27,10.0,5.0,0.0,16.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
718,wave4,3.0,19.0,15.0,1.6493658530759336,12.0,1.0090427065810712,0.3,12.0,6.0,0.0,22.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
719,wave5,5.0,14.0,16.0,2.309072423638681,14.0,0.7329653908210229,0.3,9.0,4.0,2.0,16.0,13a3f658-42c8-4e9b-9ebd-e06743d48c2c
720,wave0,1.0,4.0,4.0,0.2506157053209576,1.0,0.2506986971571684,0.05,3.0,1.0,0.0,7.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
721,wave1,0.0,10.0,9.0,2.296501007337149,14.0,0.9719219649210347,0.24,4.0,2.0,5.0,5.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
722,wave2,3.0,10.0,27.0,2.1719191722760143,12.0,0.9706415597494127,0.24,23.0,5.0,1.0,25.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
723,wave3,3.0,13.0,8.0,0.9011248290398616,8.0,0.9897832542152973,0.18,5.0,5.0,0.0,13.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
724,wave4,3.0,17.0,19.0,2.6775763915253283,12.0,1.2867573478393868,0.36,14.0,6.0,2.0,24.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
725,wave5,5.0,22.0,31.0,2.38307533376002,20.0,0.9987082806394588,0.39,26.0,8.0,0.0,33.0,525f5639-0a5a-4b3c-aa2a-3918f89a705c
726,wave0,2.0,3.0,5.0,0.25630420335258525,1.0,0.2606344702402848,0.05,3.0,1.0,0.0,7.0,0b056011-8c67-45f5-977c-0c0fe94c5374
727,wave1,0.0,7.0,3.0,0.5413182705150048,5.0,0.6980744946332812,0.08,3.0,2.0,0.0,5.0,0b056011-8c67-45f5-977c-0c0fe94c5374
728,wave2,8.0,13.0,26.0,1.7578161081588242,12.0,1.496997269817379,0.27,17.0,4.0,1.0,27.0,0b056011-8c67-45f5-977c-0c0fe94c5374
729,wave3,4.0,12.0,20.0,2.232597678437606,10.0,1.3451050405756897,0.3,16.0,5.0,0.0,22.0,0b056011-8c67-45f5-977c-0c0fe94c5374
730,wave4,3.0,18.0,15.0,1.8988227981844374,9.0,1.1751466648721498,0.3,12.0,6.0,0.0,24.0,0b056011-8c67-45f5-977c-0c0fe94c5374
731,wave5,7.0,18.0,33.0,1.3974991790289992,12.0,1.27327172107881,0.27,25.0,4.0,1.0,39.0,0b056011-8c67-45f5-977c-0c0fe94c5374
732,wave0,0.0,3.0,0.0,0.9776784305543292,0.0,0.7270999283002951,0.05,0.0,0.0,0.0,3.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
733,wave1,0.0,7.0,1.0,0.7093740419719291,3.0,0.8848663234249197,0.08,1.0,2.0,0.0,5.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
734,wave2,8.0,14.0,18.0,1.957090784621575,12.0,1.3974651321543183,0.27,8.0,4.0,2.0,20.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
735,wave3,10.0,12.0,29.0,2.4580574849027164,14.0,1.3698713667557454,0.3,19.0,7.0,0.0,27.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
736,wave4,3.0,19.0,18.0,2.3602421528138566,16.0,0.965870521664389,0.3,15.0,6.0,0.0,21.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
737,wave5,4.0,17.0,16.0,1.915386301248781,10.0,0.9749715846720731,0.3,11.0,5.0,1.0,23.0,be4f3e65-d19d-43d3-9d75-2ac0cdb828c4
738,wave0,1.0,2.0,2.0,0.26379771260431145,0.0,0.11995523182781477,0.05,1.0,0.0,0.0,4.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
739,wave1,0.0,5.0,2.0,0.18431873736249346,2.0,0.23860618972559336,0.05,2.0,1.0,0.0,5.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
740,wave2,0.0,7.0,0.0,0.6162720486889944,2.0,0.7374016532924517,0.08,0.0,1.0,0.0,5.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
741,wave3,1.0,16.0,5.0,1.8126905722241362,7.0,1.3137788124890335,0.27,4.0,5.0,0.0,14.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
742,wave4,7.0,17.0,30.0,1.9105469405169655,22.0,1.2270544202984515,0.34,23.0,9.0,0.0,25.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
743,wave5,1.0,17.0,16.0,2.0850951125083257,12.0,1.0130370465707368,0.34,15.0,8.0,0.0,21.0,22f687ca-6dcc-4c8e-9ddd-31d9ebee05aa
744,wave0,5.0,4.0,16.0,0.2200254763467707,14.0,0.6162948474394747,0.05,11.0,3.0,0.0,6.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
745,wave1,22.0,11.0,45.0,1.518168276975334,15.0,1.6559366900048005,0.24,22.0,7.0,1.0,41.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
746,wave2,14.0,16.0,42.0,1.8704503867420128,13.0,2.036734359655433,0.27,25.0,4.0,3.0,45.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
747,wave3,21.0,14.0,44.0,2.4307712520963025,10.0,2.2240175996384215,0.27,22.0,4.0,1.0,48.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
748,wave4,17.0,18.0,34.0,2.025370728389358,13.0,1.7816424271366549,0.3,16.0,7.0,1.0,39.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
749,wave5,14.0,14.0,55.0,1.6895717354807593,13.0,1.4623569924657562,0.3,40.0,6.0,1.0,56.0,10801d1b-8f5b-4723-8452-7998a8c9cfb1
750,wave0,1.0,3.0,4.0,0.2886295536062873,0.0,0.2839218864976482,0.05,3.0,0.0,0.0,7.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
751,wave1,0.0,4.0,12.0,0.5953600660144269,5.0,0.39736454788388254,0.08,12.0,4.0,0.0,11.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
752,wave2,1.0,9.0,10.0,0.7453540994607472,9.0,0.5827710965222082,0.08,9.0,4.0,0.0,10.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
753,wave3,3.0,8.0,16.0,2.3041970712111994,8.0,0.8802709644189705,0.27,12.0,5.0,1.0,16.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
754,wave4,1.0,9.0,18.0,2.113250867363746,7.0,0.7204035722484101,0.27,16.0,4.0,1.0,20.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
755,wave5,1.0,13.0,22.0,0.8908566583377826,15.0,0.6995956189361905,0.15,17.0,4.0,4.0,20.0,245af4c8-6b48-4683-a71f-6ea5c63c9929
756,wave0,2.0,3.0,6.0,0.34780700043981677,1.0,0.4052939121569773,0.05,4.0,1.0,0.0,8.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
757,wave1,6.0,7.0,23.0,0.9375179778982983,16.0,0.7857143005482238,0.08,17.0,4.0,0.0,14.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
758,wave2,8.0,10.0,36.0,2.175930807975721,25.0,0.9085794794378952,0.27,25.0,7.0,3.0,21.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
759,wave3,10.0,7.0,36.0,2.0823704447882982,12.0,1.3844470473794732,0.27,26.0,7.0,0.0,31.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
760,wave4,4.0,14.0,28.0,1.2495552134029118,8.0,1.4733473409082576,0.24,24.0,5.0,0.0,34.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
761,wave5,2.0,17.0,7.0,0.6832213070255003,10.0,0.8655318204852268,0.18,5.0,5.0,0.0,14.0,edefafd2-4069-40fa-bb97-2d4f2cc36268
762,wave0,0.0,4.0,0.0,0.4362749874224767,1.0,0.4362749874224767,0.05,0.0,1.0,0.0,3.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
763,wave1,1.0,9.0,9.0,2.0134048034961487,9.0,0.728697928616578,0.24,5.0,3.0,3.0,9.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
764,wave2,2.0,11.0,13.0,1.3181834667692935,5.0,0.8708463477802593,0.24,10.0,2.0,1.0,19.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
765,wave3,1.0,7.0,10.0,1.5049613422660233,6.0,0.6084167648206329,0.18,9.0,5.0,0.0,11.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
766,wave4,0.0,14.0,8.0,0.7214546408487331,9.0,0.5787834103416264,0.18,8.0,5.0,0.0,13.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
767,wave5,0.0,14.0,12.0,0.8955538626985887,9.0,0.7312727267187012,0.2,11.0,5.0,1.0,17.0,dd60bff5-1325-4b84-b0ff-8d2e15cbeb4e
768,wave0,0.0,4.0,1.0,0.48768188981039634,2.0,0.4897055571288648,0.05,1.0,2.0,0.0,3.0,38a09c22-b3c8-4528-9b27-5749793589d3
769,wave1,3.0,11.0,12.0,1.2417821447152724,7.0,0.9939725636011723,0.24,9.0,6.0,0.0,16.0,38a09c22-b3c8-4528-9b27-5749793589d3
770,wave2,2.0,12.0,23.0,2.392769606732463,15.0,1.147502579324061,0.27,18.0,8.0,3.0,20.0,38a09c22-b3c8-4528-9b27-5749793589d3
771,wave3,3.0,10.0,27.0,2.0907395177669414,11.0,0.8508810603987748,0.24,24.0,7.0,0.0,26.0,38a09c22-b3c8-4528-9b27-5749793589d3
772,wave4,5.0,11.0,28.0,1.412845397883811,12.0,0.820115456588384,0.24,23.0,6.0,0.0,27.0,38a09c22-b3c8-4528-9b27-5749793589d3
773,wave5,2.0,9.0,19.0,1.003217753076984,10.0,0.7506701696756136,0.18,17.0,5.0,0.0,18.0,38a09c22-b3c8-4528-9b27-5749793589d3
774,wave0,0.0,3.0,4.0,0.26880774984717004,0.0,0.49684764179378704,0.05,4.0,0.0,0.0,7.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
775,wave1,0.0,2.0,8.0,0.6891217259814016,1.0,0.347389406973512,0.08,8.0,1.0,0.0,9.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
776,wave2,0.0,3.0,10.0,0.23009761928655026,5.0,0.33617800624661054,0.05,10.0,3.0,0.0,8.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
777,wave3,1.0,2.0,4.0,0.7959103484382708,0.0,0.515338052355653,0.05,3.0,0.0,0.0,6.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
778,wave4,0.0,3.0,0.0,0.6043269372524328,0.0,0.49355622640687336,0.05,0.0,0.0,0.0,3.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
779,wave5,0.0,3.0,0.0,0.6171624505589722,0.0,0.3965393921116763,0.05,0.0,0.0,0.0,3.0,43418503-cb0c-4a4b-b808-92f5e1eb3be1
780,wave0,17.0,2.0,31.0,0.31210057924328205,7.0,0.3918286576540375,0.05,14.0,3.0,0.0,26.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
781,wave1,28.0,4.0,44.0,0.22594345039296163,17.0,0.3587627154771344,0.05,16.0,8.0,0.0,31.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
782,wave2,12.0,2.0,30.0,0.4822775830685982,6.0,0.6967054803977325,0.05,18.0,2.0,0.0,26.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
783,wave3,20.0,3.0,27.0,0.3534067942945665,2.0,0.5002311246921409,0.05,7.0,1.0,0.0,28.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
784,wave4,52.0,5.0,69.0,0.5292145508311933,26.0,0.6662846965997504,0.08,17.0,13.0,0.0,48.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
785,wave5,49.0,7.0,79.0,0.6807995361295233,20.0,0.8595005488862136,0.11,30.0,9.0,0.0,66.0,eff52bd1-f35a-4b25-b96d-c936aa53a954
786,wave0,38.0,3.0,53.0,0.17676917469248796,0.0,0.32608025330583984,0.05,15.0,0.0,0.0,56.0,bff4f9ff-ce5e-4641-9756-0d05341941a0
787,wave1,44.0,7.0,57.0,0.5817715082566858,3.0,0.6388761602219869,0.08,13.0,2.0,0.0,61.0,bff4f9ff-ce5e-4641-9756-0d05341941a0
788,wave2,55.0,13.0,95.0,1.5704591117419326,10.0,1.19621439261443,0.27,37.0,4.0,3.0,98.0,bff4f9ff-ce5e-4641-9756-0d05341941a0
789,wave3,30.0,17.0,55.0,2.1453857497970747,7.0,1.74534788263353,0.3,25.0,4.0,0.0,65.0,bff4f9ff-ce5e-4641-9756-0d05341941a0
